Review Text,label
"Dr. Abbas performed my USCIS Immigration Medical Examination and I couldn't have been more disappointed with his services and this clinic. Multiple parts on my sealed medical exam written by Dr. Abbas were missing and/or incomplete - I only found this out during my Immigration Interview after they opened the sealed file and this was the only reason I did not pass on the spot. Shame on you, you should not hold this special designation to perform this exam when you lack accountability, professionalism and ultimately care. I urge you not to come here for your medical needs, if he can be this negligent over a simple and basic form for a healthy young woman what will he miss for someone who is ill? Not only did he waste my $500+ for this exam, he wasted my time and efforts & kept me away from visiting my family back home for extra months. When I asked the clinic for any form of refund the lady at the front desk just laughed at me.",negative
I’m very grateful to have found comprehensive primary care on L st since my move from the west coast. The staff is very kind and helpful. My experiences with my provider and the nurses have been amazing as well.,positive
"Dr Abbas has amazing professionalism, punctual, courteous, thorough and insightful. Couldn’t ask for a better PCP!",positive
New to the practice but I have found them to be exceptionally kind and efficient. Especially pleased when I was ill (not covid) with sinus issues and needed weekend on call and then telemedicine appt. Everyone was great and responsive. You could tell they were very very busy but they still had time for me.,positive
"I was able to get an appointment on short notice. The nurse practitioner was empathetic, knowledgeable, and thorough. She also reached out to follow up on a couple things post-visit, which really impressed me. I highly recommend this practice.",positive
"Dr. Abbas is knowledgeable, a good listener with great bedside manners. I feel comfortable with the health care I received. His staff  is awsome; they answers the telephone and return  calls promptly.",positive
I have been a patient of Dr. Aleskow for over 20 years.  I have always known him to be compassionate and caring.  He is accessible when you need him.  And the other doctors that he may refer you to are tops in their field.  I highly recommend him and his practice.,positive
The office was very clean. The staff was friendly and professional. Dr. Aleskow has been my physician for many years and I am still pleased and confident in his medical care.,positive
Nice office and staff. Dr. Abbas was great!  I was previously with Dr. Shotashvili in the Woodley Park office and was not treated well and my time was not valued. This was a MUCH better experience.  Dr. Abbas and the L Street staff are a much better choice for me.,positive
Best location for comprehensive primary care. The physicians actually listen to concerns and provide care.,positive
"The kindest front desk, medical staff and physicians. I love that the lab is in the facility as well. My PA, Rachel, explained everything to me in words that I could understand, and called me herself with results. I will absolutely be switching my PCP to this practice.",positive
"Great practice with streamlined processes, from those fancy check in tablets to only a few paper signatures. Office is recently refreshed. Staff are the best part, from check in to the pre-appointment routine to the doctors to check out. Fantastic across the board.",positive
"Dr. Abbas and his staff are the best!  Courteous, responsive, and professional.  In fact, I had a follow-up question about a lab result, contacted the doctor online, and received an IMMEDIATE phone call with a full explanation regarding my inquiry!  Bravo!",positive
"Kind staff. Sidra Khan, NP is not only wonderful, but an excellent practitioner. Has helped in numerous ways outside her perview, ie gave support when my dog died, helped me achieve weight-loss goals, without having to give up cookies. Has time to listen. Appreciate short waiting room time for appointments, + ability to get appointments that fit into my schedule.",positive
"Dr. Hansen spent quality time with me. She listened and I felt she heard what I said and she answered my questions in plain language. She asked me vital questions and gave me good, clear advice.",positive
"They are my primary care and every time I’ve gone the staff has always been nice and professional during my in person and virtual visits. The provider I see is also very nice and knowledgeable, takes her time and listens to all my concerns and makes sure to address each one of them which I appreciate.",positive
"I had a very satisfactory experience at the L Street office of Comprehensive Primary Care. Dr. Abbas was efficient, asked good questions, and listened to mine. The nursing staff had great senses of humor and took blood samples and provided vaccines almost painlessly.",positive
Went for an appointment with Tara Sadr and it was very efficient! She and her assistant were very knowledgeable and the office staff was very friendly.,positive
"My physician Darcy Hansen is great, a 5+, but the computer program supporting the Patient Portal sucks!  The only part that works is ""pay your bill"".  When trying to set up an account, send a message, etc., a banner covers half the screen and cannot be removed or decreased in size, forcing one to complete information in the lower half of screen only.  It took me 5 or 6 tries and 45 minutes to sent up my account.  Then, when I tried to send a message (because there is no way to send an email using my standard email system), the Comprehensive Primary Care System logged me out when I clicked the ""Submit"" button.  All the computer issues are made more critical because the office seldom personally answer the phones but requires one to leave a message which will be returned within ""24 to 48 hours.""  I could be dead by then.   IT should test all parts of system, not just pay your bill.",negative
"I have a gash on my leg which I ignored. When it became infected my Doc of 10 years could not see me for 4 Weeks.  My husband asked his doc if anyone at CPC could see it.  I got an appointment that day. After my initial visit with his Doc, I am being treated by his FPA and am receiving excellent care both by phone, virtually and in person.",positive
"I've been seeing Dr. Aleskow at his previous practice for several years for routine visits. He's a fine primary care guy who prefers to refer folks to appropriate specialists for particular problems, which I am fine with. The nursing staff is friendly and professional and well-informed, and seem well-supported by the practice -- the practices that take the best care of their patients are going to be those that take the best care of their nurses, NPs, technicians, and other employees.",positive
I had an amazing experience with Rachel Solomon! She was very knowledgeable and friendly and answered all my questions and concerns. The staff at the front desk was also very friendly and helpful. Would highly recommend!,positive
"I've been seeing Dr. Aleskow for nearly 30 years.  He is an excellent and very thorough physician, and has referred me to many excellent specialists over the years.  I like the new practice, notably that i can send a message online and get a call back either from Dr. Aleskow or from a PA.  I also like seeing my lab results online.",positive
"Went for annual physical--first since Dr. Taubin retired earlier this year.   Did not wait long; Dr. Abbas, Nurse Ebony, and lab personnel were very friendly, attentive, and showed genuine interest in patient wellbeing.  In house lab makes it a one-shop stop.  Lab results were back in a day, with follow-up call by Dr. Abbas with explanations and constructive recommendations.",positive
"Dr. Aleskow has been my primary care physician for more than 25 years. He runs an efficient office with very few problems. He is a caring doctor, using the whole of the Washington medical community to support his service.",positive
Excellent and efficient quality service.<br>Dr. Aleskow and Dr. Abbass are very responsive and caring.<br>The support staff are also very professional.<br>Cannot thank them enough. Highly recommended.,positive
"Comprehensive Primary Care does not honor appointments and they simply do not care. I made an appointment request online on June 15th. On June 16th, I received an email that my appointment had been confirmed. Today, I took time off work and showed up ten minutes before my appointment time. The doors to the building were locked so I called and the woman on the phone let me know that office was closed today. I asked why and how I was allowed to make an appointment, and she told me I was confused and must have just requested one. I then read her my confirmation email and she had nothing to say and did not even apologize. I continued to ask how this was possible and if I could be seen at another location, as all of their other offices were open. She told me I could not, and asked when I'd like to be rescheduled for. When I was explaining that I did not know when I could reschedule for, as I had to once again take time off work, she hung up on me. I'm appalled by the treatment I received here and CPC's lack of organization, customer service, and ability to own their mistakes. Unfortunately, I will be finding a new practice.",negative
"Dr Elloit Aleskwo, has been my physician for the past 18 yrs, very articulate, knowledgeable, and professionally friendly, he always has a big smile, when he told me he was moving to CPC, l didn’t hesitate to ask for the address to continue been his patient. His front desk staff and medical team also complement the ambiance of his new practice.",positive
"The office staff and medical assistance staff are very professional.<br><br>Dr Abbas has been a very good primary care doctor for me.  He is very thorough, clear, and caring.",positive
"Dr. Aleskow and the staff members was attentive to me needs, and answered any questions or concerns that I had.",positive
Dr. Darcy Hansen has been my primary care physician for more than 30 years.  She is thorough and does what she can so that you can live your best life!,positive
"Tried to make an appointment, but the women who answered the phone was extremely rude and dismissive. She then hung up when I told her my insurance. If this is how this provider clinic treats patients, I want nothing to do with it.",negative
"After years of seeing Dr. Taubin I was disappointed that he decided to retire, but understand his decision. I was also unsure of what this meant when I eventually needed to see a doctor again. I saw Dr. Abbas this week and all of my apprehension is gone. He was attentive and thorough. I’m now very comfortable making the change to a new primary care physician which could have been a stressful transition.",positive
I have been seeing Dr Aleskow for more that 20 years so moved to Comprehensive care with him. He is a terrific caring physician and both phone and in-person interactions with the staff has been excellent,positive
"The experience was very pleasant. I like the fact that Doctor Ghulam and his staff was very polite, they answered all my questions and ensured my medication was sent to the pharmacy. All I had to do was pick it up. I want to thank all of the staff who assisted me. 😊",positive
"I had such an incredible experience getting same day care for an urgent injury here. The PA, Rachel Solomon, was patient and understanding. I will definitely continue to use this clinic.",positive
"Everyone were so friendly and helpful.  Dr. Miknowski is my primary care physician, but I was able to see Dr. Abbas. He diagnosed my problem right away, and, even called me at home the next day to discuss the results of a test.",positive
Had some issues but the manager at the location got in contact and was very helpful. Conneced me with Dr. Abbas who was extremely professional and thorough,positive
"CPC added Dr Elliott Aleskow to their practice and what a value add to it.  Dr. Aleskow has been my internist for over two decades and there just aren't adequate words to express how skilled, talented, caring, and compassionate a physician he is.  He has taken care of me and my family throughout the years; detecting medical problems early and securing only the top flight care to address any special conditions.  He is responsive, thorough, and genuinely cares for the well being of all of his patients.  I have seen a range of physicians throughout the years and truly no one holds a candle to his knowledge, approach and bedside manner.  He is regarded so highly by his peers, he has received the top docs ratings for years and he has large network of trusted specialists to draw from when needed.  He works for the patient always and with such heart and responsiveness like I have never seen.  While I miss his staff from his original practice, my two experiences thus far with his new staff have been very positive.  He knows how to build and inspire a physician's team and CPC has scored a treasure, without a doubt.   Ann Calvaresi Barr",positive
"for the first time in a long while, i feel like my primary care doctor/PA and her office is laser focused on customer service. i'm Really Happy that this is my new primary care doctor's office!<br><br>Upon my 2nd visit, I still feel the same.",positive
"My recent visit was good, although there seemed to be a mix-up with the time.  I also want to apologize for missing my last appointment.  I had appointments with referrals to other doctors and had to keep them.  I would like to personally apologize to Dr. Aleskow.",positive
Cannot recommend Doctor Solomon enough. The entire staff at this office is incredibly nice and make you feel like you're well taken care of. I feel safe and happy to be under their care.,positive
"My regular half-yearly follow-up examination by Dr. Aleskow, and, as always, he was responsive to my questions, offered guidance on what I told him, and arranged for testing [an x-ray] to determine whether further treatment was required.  Dr. Aleskow has been my primary provider for many years, and has always rendered professional and personal care.",positive
"Dr. Abbas is a brilliant man. He’s kind & thorough. He’s willing to discuss my medical situation with me, encouraging me to decide for myself. I like him.",positive
Excellent experience!  Staff was very thorough in recording specifics of my health history and current needs.  Dr. Aleskow very thorough in assessing my current condition and suggesting new diagnostic follow-up procedures,positive
"Dr. Abbas has been wonderful in helping me to resolve my issues.  The staff, especially Kim, have been professional in performing their tasks.",positive
"Dr. Sidrah Khan single handedly demonstrates the level of care and empathy desired from all medical professionals. From being available to schedule a same day appointment for a minor emergency, to supportively figuring out an immediate solution (beyond the services of Comprehensive Primary Care), and then following up personally to ensure the issue was treated and I was well. I was so utterly impressive by her depth of care and personal investment in my health and could not more strongly recommend her or this office.",positive
Dr. Abbas has great bedside manner; outstanding customer service from ALL the ladies at the front desk. Everyone is professional and provides excellent service when needed.<br><br>Office Location is very convenient,positive
The physicians take so much time to talk to patients and are so thorough. I highly recommend if you are looking for a primary care provider in DC!,positive
"I’ve been a patient at the L Street location for a while now and have had nothing but great care there. Rachel Soloman (PA) has been my provider and has been incredibly kind, responsive, and knowledgeable. Would recommend to anyone!",positive
"Ms. S. Khan, NP and her medical assistant team are awesome to work with. My visit was great, they were professional, knowledgeable and attentive.",positive
"Don't go here if you'll need anything in a timely fashion- it took ten days to get a letter for my employer, as well as 5 days of full on phone tag when the staff wouldn't send any information via the portal. Also, I asked multiple times about my workers comp claim only to be told AFTER I was billed that they couldn't help me with workers comp. Extremely rude staff- people argued with me saying that I hadn't shared my e-mail when I had multiple times, and kept interrupting me.",negative
"It means a lot when you arrive at the doctor's office and it is welcoming, clean, professional, with a positive and caring staff.  Dr. Abass is a very good Phyician.  The wait times to see the doctor, tests, etc. were minimal.",positive
"CPC in Washington, DC, has provided nothing but great experiences for me. Whether you need a general check-up, an urgent appointment, or prescription management -- CPC will give you individualized attention and make your healthcare experience feel easy. Given the excellent care and attention provided, Dr. Khan has played a vital role in my overall transition to living in D.C. In fact, I'm confident that whomever you interact with at CPC will exceed your expectations.",positive
"Dr. Aleskow is professional, knowledgeable and conscientious.  He takes his time with his patients and communicates very well.  Dr Aleskow also personally follows-up with his patients when appropriate.",positive
"Sadly, My last meeting with Joel.  Not only a superb medical professional, but unsurpassed in his bedside manner. Always on-target and a fun encounter. He will be sorely missed but never forgotten in the hearts of his most appreciative patients. Doug Johnston",positive
"Facilities are clean, the staff are all courteous, and the check in process is very fast. I enjoy signing in with the iPad. Makes having a PCP much easier!",positive
"Dr. Sidrah Khan is an awseome, kind, patient, caring, a great listener and go over and behind for her patients. If it was not for Dr. Sidrah Khan being my primary doctor; I do not know what I would have done or how I would be able to handle my cureent condition. Dr. Sidrah Khan is a lifesafer and compassionate, she has bedside manner and wants the best for all of your patients. I thank God for Dr. Sidrah Khan and I thank you Comprehensive Primary Care for have an awesome slection of doctors and all of their supporting staff members that support the doctors and keep every day operations running smoothly.",positive
"Wonderful service from the front office, nursing staff and our NP Amanda.  Every one is so friendly and helpful.  Thank you to everyone.",positive
"Today, I tried to schedule an appointment twice by calling the L street call center. However, both times, the lady who answered the phone was extremely impolite and unhelpful. She abruptly ended the call on both occasions. It's evident that she requires training in customer service.",negative
"Competent ,efficient and friendly front office staff.<br>I have a caring physician who is thorough in his examination<br>and takes care to explain what the ailment is and what treatment<br>will be required. I am very satisfied with my treatment at Comprehensive<br>Primary Care.",positive
I have been with Dr Hansen for more that 20 years so moved to Comprehensive care with her. Phone and in-person interactions with the staff has been positive.,positive
"I only went in for a cough diagnosis, and the PA that saw me was great -she was kind, did not rush me and had good bedside and communication manners. Furthermore, the treatmente she recomended for the diagnosis worked very well.",positive
My primary care physician is Dr. Aleskow but he wasn't available at the time so I was able to see Dr. Abbas instead.  He was thorough and he waisted no time calling me with the results of my tests.  When I asked a question via the website portal he called me back within a few hours to answer my question so I definitely like this office.,positive
"Dr. Darcy Hansen provides superb service! I really appreciate her problem-solving abilities, can-do spirit, kindness and thoughtfulness!",positive
Myron Aldridge - The staff is very professional.  Everything was done in a timely manner.  The doctor shared valuable information regarding vaccines.  The overall experience was excellent!,positive
"This Doctor's Office is very clean, professional and courteous.  I have been a patient of Dr. Miknowski for over 20 years.  He is an excellent, compassionate Doctor.",positive
I love Dr. Aleskow! He's friendly and informative and let's you know he cares about you and your health. The staff is great and caring.,positive
"I met with Dr. Ghulam Abbas, MD for the first time back in November and he was so kind and helpful! He made me feel comfortable and assured that he'd help me get back to full health.",positive
"Dr. Hansen is always thoughtful and helpful.  In spite of her very busy schedule, she keeps up with the latest remedies and data. She takes the time to address my concerns. Dr. Hansen is what a doctor should be.",positive
"Same day appts either in person or Tele-doc makes it easier to get care without going to minute clinic.  Dr Abbas is very responsive and the staff is efficient, professional and friendly<br>I highly recommend",positive
Over an hour of waiting for a 5 minute physical. They also sent me the lab results of someone who was not me. Still confused about whose they are or what the protocol for that it. Would not recommend.,negative
Dr. Hansen and all staff are thorough and professional.  I always feel well taken care of when I go there.,positive
Dr. Abbas is incredible. And I've been going to CPC for years. I love the staff. I will continue to trust them with my medical needs.,positive
Great practice. Appointments are readily available and the staff is efficient and pleasant. Good experience with PA Rachel Solomon on multiple visits so far.,positive
"The process was fast, efficient and easy. I would definitely recommend to visit them if you live in the area and have any ailments that need to be diagnosed. Also, a  great place if you're looking for a dependent PCP!",positive
"A very professional, friendly and thorough medical exam and post-exam report.",positive
Dr Aleskow is the best Internist in the DMV! Friendly and efficient staff.<br>Thanks all for a great experience!,positive
"Darcy Hansen is wonderful, and everyone was very helpful. My only complaint is that my medical records going back a couple of years have not yet been entered into your system.",positive
Dr. Sidrah Khan and her team have a pleasant bedside manner and follow up well with appointments and prescriptions. I recommend.,positive
"I love Dr Abbas and his whole team. They take good care of you, and build a relationship with you so you get the best care.",positive
"Great experience. The office is run efficiently, everyone is friendly, and Dr. Abbas is thorough, thoughtful and engaged. I recommend the practice.",positive
"I love this office. Everyone is always friendly, professional and patient. I’ve never had a bad experience over the last 2 years. Thank you Comprehensive Care !",positive
Dr. Abbas and the whole staff is amazing. Super organized and provide quality care. I always feel comfortable and welcomed there.,positive
"Excellent staff.  Not only does this practice answer their phones quickly, but they also return your call promptly.  The medical staff is also wonderful.",positive
I have been a patient of Dr Aleskow for over 25 years. Thanks to his care and follow up’s my wife and I are in the best hands.,positive
"This office reached out to me asking for more information to confirm my appointment and simultaneously cancelled it.  I called  the number they provided and was directed straight to an appointment voicemail, which was full and not accepting new messages.",negative
"Always an efficient, reliable, and professional primary care service over my many years as a patient!",positive
The staff in person in the office as well as the communication through the patient portal are always responsive & helpful.  I feel like my health is in good hands.,positive
My experience was fine as this was my first appointment with my new PCP Dr. Ghulan Abbas.  I don't know him but he was pretty nice.,positive
Dr. Sidrah Khan is amazing - she goes above and beyond! And the other staff is always very pleasant and make for an enjoyable experience.,positive
Comprehensive Primary Care provides excellent healthcare service for its patients using a solid blend of best practices and technology.,positive
"Excellent front desk, doctors are very friendly and take their time to listen to your concerns.",positive
"I felt heard and seen by my PA Rachel Solomon at my recent visit, she's a great provider and partner in health!",positive
Booked an appointment online directly on their website... turns out it was an appointment request. Email said I would receive confirmation within 24 hours and 5 days later I decided to call. The lady said there's only one person who does appointments and they went home for the day (at 3:45pm) and that she would get to me by Monday. Well it's Tuesday and nothing...,negative
Dr. Elliot Aleskow is an awesome physician who takes time and listens to your concerns. I highly recommend him.,positive
Dr. Khan has been such a life saver. She saw me for  an emergency appointment and was very thorough. I would highly recommend going to her.,positive
"Appointment was at 6:45 a.m. Staff was courteous and professional; appointment was on time and I was able to get to my job on time!.  Overall, great experience and deserves an extra star.",positive
Very nice experience<br>Very professional. I spend less than an hour during my visit.<br>Dr. Abbas is 100 percent recommended.,positive
"You will receive thorough, compassionate care from physicians who can also refer you to some of the best healthcare available in the nation.  Dr. Aleskow is the best!",positive
"Caring and good listener, loved that the lab and doctors office is all connected.  Everything is electronic so you can refill medication, set appointments and pay bill all from the app.",positive
Came in for physical w/Rachel Solomon - she's very attentive and great at her job. Provided great care and suggestion for follow ups.,positive
I was very pleased with the nurse practitioner that handled  my physical exam.  She works with my primary care doctor who recently joined Comprehensive Primary Care.,positive
Excellent service. If you need someone who speaks Spanish this is a good place. Thanks to Dr. Rachel Salomon.,positive
Dr. Abbas is an excellent and patient doctor. And has the BEST staff around town. Please keep up the great work !!!!!,positive
Rachel Solomon is a queen. She takes great care of you! + quick and efficient visits and exams.,positive
Dr. Taubin was amazing. He's a great doctor -- knowledgeable and very caring. I'm so sorry he's retiring. I'll miss him!,positive
"0 if I could. They require use of there online platform, and then ignore requests. They NEVER call back when the say they will, and LIE about if requests go through. finding a new doctor immediately",negative
"I love the way Dr. Abbas takes care of me as his patient and the kindness and care of his team work, facility is  comfortable,  far away of my house but it worth it. 💞",positive
"Incredibly rude and unprofessional, would not recommend. The front desk staff seemed more appropriate for a dive bar than a doctors office.",negative
"The employees are well organized and polite when you arrive for your appointment,  I received excellent service from my doctor and everyone else that worked in the office.",positive
Surprised and very pleased when my first hour at this practice  I. turned in to three with multiple quick tests and inviews. I decided it is my new primary care,positive
"While sometimes the wait is a little long, it's always worth the wait to see Dr. Aleskow!",positive
"Dr. Ghulam Abbas phenomenal. He listens, understands, explains and address health concern. Very good bedside manners",positive
"The medical care at Comprehensive Primary Care is first rate . In addition the administrative staff are friendly , helpful and always accommodating.",positive
Dr. Darcy Hansen is terrific.  Organized office. Professional staff.  Recommended,positive
My husband and I always have a great experience! Love the staff and Dr. Abbas.,positive
Scheduling is easy and Dr. Abbas has been great.  Happy with the service.,positive
I am fairly a new patient. The only comment I can make is that  we do not spend much time with our doctor.,positive
"The staff are nice, and Dr. Abbas did a good job of helping me with my condition.",positive
"Good location, staff is very professional, the office is very neat and clean. I am very pleased with my primary doctor",positive
"Dr. Abbas was wonderful! He took his time, listened to me, and explained things clearly. 10/10",positive
Met promptly with Dr Abbas who is thorough and always concerned about health outcomes.,positive
Very kind people! Efficient. Didn't wait long. Definitely going back.,positive
Ms. Khan was very helpful.  I got bloodwork i didn't know I needed and it was easy to follow up on the results.,positive
"Dr. Abass is outstanding and with awesome interaction, in addition of being very clear on his diagnostics and answers to the questions I had.",positive
"Last minute appt for an issue that needed a quick review.  As usual, facilities were  modern and spotless, and staff was exceptional.",positive
Very efficient and caring!  Pretty much everything you'd want in Primary Care.  Dr. Abbas is great!,positive
"Very professional, knowledgeable",positive
"Good doctors, good facility, good and nice staff, easy to make an appointement, I m happy to come here.",positive
They are charging me $22.88 for my medical records to be released.,negative
I was very happy with the support and attention shown by  everyone They made the experience much more easy.,positive
Friendly staff; great doctor's care. I love Dr. Aleskow.,positive
"As always, Dr. Akeskow provides excellent care.",positive
Have been with Dr. Aleskow for many years and all the staff are friendly professional!,positive
Very good service.  The doctor and staff are all professional.,positive
Dr. Abbas is great.  He listens to your concerns and explains things clearly.,positive
Excellent experience. Staff works extra hard to make the process smooth and easy. Very well organized.,positive
Dr. Aleskow has been my primary care physician for 26 years.  There are NONE finer.,positive
I'm so happy with the care and treatment I've received at CPC.,positive
Excellent Staff !,positive
"Internal Medicine at MedStar Washington DC Hospital; Center is a well run clinic. Although I could see my :primary Care Physician in his private practice I prefer the clinic.  Having a lab on site is just one of the conveniences -- no hunting a lab making another appointment and then going to said lab.<br><br>But what I REALLY like is that this clinic is part of Washington Hosptal which is a teaching hospital.  This means in the clinic I often see a Resident in addition to my PCP.  I like the mix of doctors on their way to starting their independent careers.<br><br>For me, different viewpoints is a plus.  Visits w/ a resident is always followed up w/ my PCP.  After seeing the resident they confer w/ my PCP.  Then both of them return to report on their analyses and recommendations.   This means I see TWO professionals and get a lot longer than 15 minutes where the physician is greeting me on the way into the exam room and summarizing their recommendations on their  way out the door to their next 15 minute appointment.<br><br>The clinic also takes Medicare and Medicaid.  No small feat these days.<br><br>Sometimes the waiting room is overstuffed with people waiting for their appointment and you.wonder when your name will be called.<br><br>Sometimes I have to wait to start the appointment. If you have some patience I believe you will find the pluses of using the clinic as beneficial as I do.  I recommend this clinic.<br><br>Ann - Washington DC",positive
"Hello, our experience was great. We were seen at an adequate time. The nurses, doctor, and staff were very polite, caring and pleasant. They valued our concerns and treated us with dignity and respect. We left the hospital at a decent time and didn't have to wait long for paper work.  I was very pleased and personally I just want to say thank you very much.<br>Patrick Noise's dad.<br>William.",positive
"Great service. Received referrals from my primary care physician, which is a new primary care physician unfortunately one of my referrals went to a wrong doctor however, they called me to inform me that they received the information and I need to get in touch with my doctor to let them know what was wrong. And the assistant took the information and ran with it and provided me the correct information that was needed.",positive
"At first I didn't like the fact that you will see different physicians and you will be scheduled with someone different most times. I'm used to one doctor my entire time. As I thought about it, id rather see different physicians because one may see what the other missed. Not everyone think the same. So that's a plus for me, more than one opinion. Thanks Medstar but please don't schedule patients close to closing anymore. It doesn't feel respectful, the clinic is 80 percent closed, while there are still patients inside.",positive
"I have enjoyed coming here or years. Staff is friendly, my doctor is the best. I have recommended him to several friends. They have made some changes, so when I come, I don't have to wait long anymore . 👍",positive
It’s so sad how there is no compassion any more. Sometimes people forget patience. The staff are always overwhelmed overworked and underpaid but we as communities can do better by showing them we understand and giving them some thank you and we appreciate you and trust me that goes a long way! I appreciate the Washington Hospital Center for giving me the care that they do.,positive
Had my 1st appt to establish care here and had an awful experience. I went to the downstairs clinic with the residents/interns. I was told I’d see a resident and then see the doctor I was scheduled with. No one told me I wasn’t going to see the doctor I was scheduled with or so much as mentioned her name during my appt. I needed referrals for specialists in the area since I just moved and the (male) resident Dr. Torosian literally argued with me on why they weren’t necessary (even though other more senior providers have told me I need to see these specialists). He was so rude and dismissive of my medical history and he barely even looked at me during my appt.   I’ve never felt so embarrassed to bring a medical concern to a provider in my life. Would not recommend this clinic. Seems chaotic and unorganized.<br><br>I already plan to file a complaint with the hospital.,negative
"When visiting WHC and selecting a PCP, I suggest Dr. Heidi Durden. She recalls new patients quickly and why they are being treated without consulting a chart or notes. She senses hidden trauma’s and is able to care for the patient on a personal level. I have referred her to family.",positive
"I checked 15 minutes early for my appointment and left an hour and 50 minutes later without being seen. What use to be a 10-minute wait has spiraled into inestimable wait times.I have been a patient at this facility for over twenty years. Since Dr. Cole left, things seem to be consistently in chaos.",negative
My new favorite PCP Dr. Tran and assistant Dr. Wie was very professional caring and friendly. They took times to explain in details relating to my symptoms.  They answered all my questions and concerns in a way to make sure I get a full understanding.,positive
"As a compassionate and empathic clinician, Dr. J. Tran, your approach to your patients makes a huge difference to them and to me.<br><br>Your dedication to improving the lives of others and mine is greatly appreciated.<br><br>Additionally, I appreciate the extra help from Dr. Al Zureikat and the changes in the department. You and your team provided excellent customer service, thank you for all your help.",positive
I really appreciate the promptness and professionalism exhibited with the intake staff . A gentleman helped walk me through the kiosk which made the reception welcoming . MD Ribeiro de Sene MD Diogo was the best Dr encounter I've ever experienced in my 51 years of life . Thank you kindly .,positive
"This goes to the nurse assistant that help my help my transition goes smoothly.  She were very pleasant and help with my question that is something I never encounter there.  My heads was all over the place when I found out I was going to 1A50A, I said oh no, this place. Now the young lady at the front desk with dreads to left, very helpful.  The ones to the right always like that laughing and gossiping,  are whatever they do in that corner.",positive
Wonderful I love my doctors there they treat you with the utmost respect and kindness besides I get in and get out quick as one of the nurses told me they are my best friends and also my social life I told him I need new friends and new social life hahaha,positive
"On March 6, I had an appointment at MedStar Health Internal Medicine at MedStar Washington Hospital Center. I was extremely pleased with the excellent care provided by Dr. Distajo and Dr. Al-Nusair. I highly recommend MedStar Washington Hospital to anyone seeking quality healthcare.",positive
The hospitàl staffs are amazing and well informed. Customer service was excellent. The nurses and the Doctor were very nice and helpful. Thank you,positive
"My experience at Medstar Rehab has been amazing. Dr. Pendleton is thoughtful and knowledgeable and genuinely cares about helping to relieve my pain. Appointments run on schedule and the medical assistants, office staff are great.",positive
"Mrs. Nicole The manager is so wonderful and respectful of all her patients, Her team, Mr. JJ, Miss Mercedes and I can’t remember the other young ladies name but they all really do everything that they can to help the patients out and they definitely do their jobs as they should. Their work ethics are spectacular I LOVE THEM ALL<br><br>Victoria Johnson",positive
"Great staff great doctors but my pain seems not to be a priority, stop playing guessing games with pain management I give people what works for them at least give patients the benefit of the doubt! It’s very discouraging to the point I don’t want to come back.",positive
"I have been with Medstar for a while now, I have never had the experience with the location of the room being next to a bathroom.  This should be reconsidered as the contents from the restroom spills over in the patient's room and it is not pleasant.",positive
Wonderful l am a former patient of Dr Deborah Topal MD. And thank you for seeing me. .I look forward to seeing the Drs at center<br>Thanks Theresa,positive
"I went for  my appointment at Medstar health internal medicine 30mins before time as was required of me,but had to patiently wait for hours because of the heavy load they had.During that time I watched how the hospital staff was interacting and helping patients and their escorts,and when called up ,I realized that the long wait was worth it. My doctor, Esbhani Umer and his staff were great professionals. The way they spoke with me ( asked, listened and answered my questions was truly second to none. I highly appreciate their services. Bravo Medstar!!",positive
The intake nurse is always welcoming and nice! My doctor-Doctor Darko is very kind and decisions my progress and goals for my health! Overall Outstanding Service!,positive
Dr. Topol is a great physician.  She listens to the patient and asks appropriate questions.  She’s very caring and she doesn’t rush to get to the next patient.,positive
"The staff from the registration desk, the nurses , nurse practitioners and doctors are top-notched. They are very professional and good at explaining what you need to know. I really like the fact that they listen. Thank you.",positive
It was great. The Nurse Practitioner and Doctor were very pleasant and very concerned and made sure to answer all questions and gave good advice.,positive
"The only complaint was waiting  two hours to see the doctor. Once that accomplished, everything went well. The doctor made referrals for next steps in my care.",positive
"I left a message in my portal and I got a call back. Thank you, Dr. Tran and your team. It was a much needed help. You’re the best.",positive
The staff were pleasant. The physicians listened and were able to address my concerns. Also the wait time was reasonable.,positive
As a person who's been dealing with MedStar for as long as it's been in existence and Washington Hospital Center I'm always pleased on the professionalism that they have to offer and the comfortability that you feel when you're with anyone in the facility so thank you I appreciate you and happy holidays,positive
"I saw a new Doctor. I asked about my perimenopause symptoms and get an adhd diagnosis. I was ignored, and was told I'm probably just depressed and given my old rx. I will be making another appointment to get the answers I need.",negative
They have great doctors. And they really care.,positive
MedStar Washington Hospital Center is very huge and it's hard to get around the place but the people who work there are very patient and helpful to help me get to my destination. The care that I receive at the hospital are excellent and that is the reason that I am not sick that often.,positive
Very well reestablished with knowledgeable doctors and nurses but can do better needing mature desk help...,positive
"I had to leave and was not able to see my primary care doctor because someone came for their appointment 20 minutes late, I was early for my appointment, I had to wait until the other person who was 20 minutes late to finish their appointment first, which didn’t make sense to me, I waited for 1 hour and 40 minutes and still did not see the doctor",negative
"The Doctors, are professional, caring,<br>and understanding, also patience with their patients and listen to patients concerns.<br><br>I would like to thank everyone for the care being given me.<br><br>-Shellie Richardson",positive
I saw doctors working together. Dr. Alrejjal and Dr. Olano was very attentive to my medical concerns. I appreciated their doctorship.,positive
